Sending_Country,Receiving_Country,Year,Value,Unit,Source,Region,Sending_Country_Code,Receiving_Country_Code,Sending_Country_GDP,Receiving_Country_GDP,Sending_Country_GDP_Per_Capita,Receiving_Country_GDP_Per_Capita
Philippines,Eritrea,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,ERI,396224.4392366421,,3575.881709,
Philippines,Eritrea,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,ERI,358510.629276391,,3198.6669,
Philippines,Estonia,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,EST,373379.140695818,26326.3067108582,3410.93648,19914.34549
Philippines,Estonia,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,EST,396224.4392366421,27307.3958710676,3575.881709,20579.87567
Philippines,Estonia,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,EST,358510.629276391,26519.9031368312,3198.6669,19946.9457
Philippines,Eswatini,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,SWZ,373379.140695818,4162.3393217844805,3410.93648,3560.814491
Philippines,Eswatini,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,SWZ,396224.4392366421,4415.54176722971,3575.881709,3742.384159
Philippines,Eswatini,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,SWZ,358510.629276391,4289.13001073364,3198.6669,3596.064161
Philippines,Ethiopia,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,ETH,373379.140695818,82721.1441975947,3410.93648,734.2277266
Philippines,Ethiopia,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,ETH,396224.4392366421,89640.0116177163,3575.881709,774.5121697
Philippines,Ethiopia,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,ETH,358510.629276391,95071.77581198268,3198.6669,799.4755953
Philippines,Faroe Islands,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,FRO,373379.140695818,2775.89551647884,3410.93648,54433.59315
Philippines,Faroe Islands,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,FRO,396224.4392366421,2901.87982004399,3575.881709,56028.41735
Philippines,Faroe Islands,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,FRO,358510.629276391,2854.36672712733,3198.6669,54299.59342
Philippines,Fiji,2018,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,FJI,373379.140695818,5246.46630921899,3410.93648,5720.214472
Philippines,Fiji,2019,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,FJI,396224.4392366421,5215.93467117566,3575.881709,5701.104353
Philippines,Fiji,2020,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,FJI,358510.629276391,4327.20891229646,3198.6669,4729.381311
Philippines,Finland,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,FIN,373379.140695818,250058.685918643,3410.93648,45337.24096
Philippines,Finland,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,FIN,396224.4392366421,253433.8241686,3575.881709,45898.57084
Philippines,Finland,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,FIN,358510.629276391,247120.69623209,3198.6669,44690.98011
Philippines,France,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,FRA,373379.140695818,2556210.83276002,3410.93648,38062.4436
Philippines,France,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,FRA,396224.4392366421,2608036.6389061203,3575.881709,38705.20729
Philippines,France,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,FRA,358510.629276391,2413981.86767636,3198.6669,35709.20459
Philippines,Gabon,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GAB,373379.140695818,14876.9450896921,3410.93648,6724.596143
Philippines,Gabon,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GAB,396224.4392366421,15460.2416611259,3575.881709,6817.568795
Philippines,Gabon,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GAB,358510.629276391,15176.1193595533,3198.6669,6534.279665
Philippines,Gambia. The,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GMB,373379.140695818,1579.26460877791,3410.93648,658.1278333
Philippines,Gambia. The,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GMB,396224.4392366421,1677.52729227233,3575.881709,682.7976429
Philippines,Gambia. The,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GMB,358510.629276391,1687.44965295674,3198.6669,670.7586429
Philippines,Georgia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,GEO,373379.140695818,17565.6609173341,3410.93648,4713.653548
Philippines,Georgia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,GEO,396224.4392366421,18510.8198184957,3575.881709,4975.811482
Philippines,Georgia,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,GEO,358510.629276391,17346.40192057,3198.6669,4659.609253
Philippines,Germany,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,DEU,373379.140695818,3637409.36550255,3410.93648,43874.0131
Philippines,Germany,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,DEU,396224.4392366421,3673343.09074263,3575.881709,44207.63206
Philippines,Germany,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,DEU,358510.629276391,3522914.63971192,3198.6669,42362.64721
Philippines,Ghana,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GHA,373379.140695818,58684.8612205087,3410.93648,1915.453232
Philippines,Ghana,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GHA,396224.4392366421,62503.9398268611,3575.881709,1999.553722
Philippines,Ghana,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GHA,358510.629276391,62825.173619415706,3198.6669,1970.194115
Philippines,Gibraltar,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,GIB,373379.140695818,,3410.93648,
Philippines,Gibraltar,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,GIB,396224.4392366421,,3575.881709,
Philippines,Gibraltar,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,GIB,358510.629276391,,3198.6669,
Philippines,Greece,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,GRC,373379.140695818,201445.88043467,3410.93648,18769.03896
Philippines,Greece,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,GRC,396224.4392366421,206033.167050895,3575.881709,19216.67596
Philippines,Greece,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,GRC,358510.629276391,187085.880047738,3198.6669,17486.95133
Philippines,Greenland,2018,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,GRL,373379.140695818,2633.80851664035,3410.93648,47012.98604
Philippines,Greenland,2019,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,GRL,396224.4392366421,2708.40265063237,3575.881709,48170.7897
Philippines,Greenland,2020,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,GRL,358510.629276391,2715.19504719671,3198.6669,48169.9407
Philippines,Grenada,2018,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,GRD,373379.140695818,1127.31267842806,3410.93648,9744.169196
Philippines,Grenada,2019,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,GRD,396224.4392366421,1134.93908103144,3575.881709,9785.560402
Philippines,Grenada,2020,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,GRD,358510.629276391,978.809798804488,3198.6669,8413.283355
Philippines,Guam,2018,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,GUM,373379.140695818,5812.71919927207,3410.93648,35731.22037
Philippines,Guam,2019,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,GUM,396224.4392366421,5959.40909918107,3575.881709,36830.12644
Philippines,Guam,2020,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,GUM,358510.629276391,5332.54722474977,3198.6669,32884.88526
Philippines,Guatemala,2018,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,GTM,373379.140695818,68060.1389964032,3410.93648,4040.212018
Philippines,Guatemala,2019,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,GTM,396224.4392366421,70794.7259152777,3575.881709,4139.12192
Philippines,Guatemala,2020,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,GTM,358510.629276391,69530.6493099694,3198.6669,4005.838994
Philippines,Guinea,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GIN,373379.140695818,11433.1192237578,3410.93648,899.907328
Philippines,Guinea,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GIN,396224.4392366421,12075.3077516835,3575.881709,926.4222195
Philippines,Guinea,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GIN,358510.629276391,12643.4015886985,3198.6669,945.5709034
Philippines,Guinea-Bissau,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GNB,373379.140695818,1319.4853324772998,3410.93648,686.4568198
Philippines,Guinea-Bissau,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GNB,396224.4392366421,1392.92452582696,3575.881709,707.8962024
Philippines,Guinea-Bissau,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,GNB,358510.629276391,1422.56756022443,3198.6669,706.6007834
Philippines,Guyana,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America,PHL,GUY,373379.140695818,4813.37772577348,3410.93648,6080.906121
Philippines,Guyana,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America,PHL,GUY,396224.4392366421,5071.03013573162,3575.881709,6278.630541
Philippines,Guyana,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America,PHL,GUY,358510.629276391,7275.89637720418,3198.6669,9010.610005
Philippines,Haiti,2018,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,HTI,373379.140695818,15756.7786379976,3410.93648,1437.352519
Philippines,Haiti,2019,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,HTI,396224.4392366421,15485.274058243,3575.881709,1394.421141
Philippines,Haiti,2020,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,HTI,358510.629276391,14973.4074772561,3198.6669,1331.697785
Philippines,Honduras,2018,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,HND,373379.140695818,23730.7789605382,3410.93648,2430.135037
Philippines,Honduras,2019,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,HND,396224.4392366421,24338.2001293672,3575.881709,2447.616493
Philippines,Honduras,2020,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,HND,358510.629276391,22156.2604738169,3198.6669,2189.431687
Philippines,Hong Kong SAR. China,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,HKG,373379.140695818,337457.492970757,3410.93648,45280.50519
Philippines,Hong Kong SAR. China,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,HKG,396224.4392366421,331813.870172854,3575.881709,44195.29698
Philippines,Hong Kong SAR. China,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,HKG,358510.629276391,310097.371736975,3198.6669,41451.32626
Philippines,Hungary,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,HUN,373379.140695818,141078.862882165,3410.93648,14533.77831
Philippines,Hungary,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,HUN,396224.4392366421,148241.69767730398,3575.881709,15290.80855
Philippines,Hungary,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,HUN,358510.629276391,141809.897486431,3198.6669,14664.29712
Philippines,Iceland,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,ISL,373379.140695818,20351.2272713069,3410.93648,57697.80442
Philippines,Iceland,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,ISL,396224.4392366421,20729.9998250446,3575.881709,57493.41953
Philippines,Iceland,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,ISL,358510.629276391,19291.243916130697,3198.6669,52641.72349
Philippines,India,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,IND,373379.140695818,2588974.77024457,3410.93648,1883.357727
Philippines,India,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,IND,396224.4392366421,2689205.29588531,3575.881709,1936.030677
Philippines,India,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,IND,358510.629276391,2533830.4170865403,3198.6669,1806.501106
Philippines,Indonesia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,IDN,373379.140695818,999178.586309021,3410.93648,3701.321555
Philippines,Indonesia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,IDN,396224.4392366421,1049330.23399745,3575.881709,3850.903217
Philippines,Indonesia,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,IDN,358510.629276391,1027656.19388538,3198.6669,3739.449066
Philippines,Iran. Islamic Rep.,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,IRN,373379.140695818,449135.162389142,3410.93648,5215.34607
Philippines,Iran. Islamic Rep.,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,IRN,396224.4392366421,435344.072056544,3575.881709,5000.98599
Philippines,Iran. Islamic Rep.,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,IRN,358510.629276391,449842.285446341,3198.6669,5127.959757
Philippines,Iraq,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,IRQ,373379.140695818,191221.819559378,3410.93648,4749.009218
Philippines,Iraq,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,IRQ,396224.4392366421,201765.390224396,3575.881709,4898.148977
Philippines,Iraq,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,IRQ,358510.629276391,177479.307669569,3198.6669,4213.998438
Philippines,Ireland,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,IRL,373379.140695818,362262.415222656,3410.93648,73960.96123
Philippines,Ireland,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,IRL,396224.4392366421,380522.43325409497,3575.881709,76464.54289
Philippines,Ireland,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,IRL,358510.629276391,407759.843938039,3198.6669,80908.79243
Philippines,Isle of Man,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,IMN,373379.140695818,7964.86123948697,3410.93648,95040.40617
Philippines,Isle of Man,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,IMN,396224.4392366421,7985.161906362429,3575.881709,95110.1386
Philippines,Isle of Man,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,IMN,358510.629276391,7279.52776356095,3198.6669,86595.06761
Philippines,Israel,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,ISR,373379.140695818,344027.6693201309,3410.93648,38729.6426
Philippines,Israel,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,ISR,396224.4392366421,356792.803355853,3575.881709,39407.20161
Philippines,Israel,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,ISR,358510.629276391,349579.824803208,3198.6669,37935.54327
Philippines,Italy,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,ITA,373379.140695818,1913894.03892683,3410.93648,31819.39718
Philippines,Italy,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,ITA,396224.4392366421,1922107.75507816,3575.881709,32180.4341
Philippines,Italy,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,ITA,358510.629276391,1751650.98723543,3198.6669,29469.79892
Philippines,Jamaica,2018,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,JAM,373379.140695818,14802.0518310548,3410.93648,5248.774007
Philippines,Jamaica,2019,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,JAM,396224.4392366421,14934.1293041378,3575.881709,5289.654909
Philippines,Jamaica,2020,0.0,USD millions,Roland Kpodar (IMF),North America,PHL,JAM,358510.629276391,13452.6155219861,3198.6669,4752.333409
Philippines,Japan,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,JPN,373379.140695818,4582763.01147855,3410.93648,36138.52908
Philippines,Japan,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,JPN,396224.4392366421,4564332.55009638,3575.881709,36043.7844
Philippines,Japan,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,JPN,358510.629276391,4374056.27182401,3198.6669,34642.97187
Philippines,Jordan,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,JOR,373379.140695818,41103.9967497366,3410.93648,3928.770268
Philippines,Jordan,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,JOR,396224.4392366421,41823.826702478,3575.881709,3919.064269
Philippines,Jordan,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,JOR,358510.629276391,41362.613665935896,3198.6669,3806.879494
Philippines,Kazakhstan,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,KAZ,373379.140695818,202016.211108857,3410.93648,10670.21201
Philippines,Kazakhstan,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,KAZ,396224.4392366421,211106.940610612,3575.881709,10989.68407
Philippines,Kazakhstan,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,KAZ,358510.629276391,205829.2671032,3198.6669,10565.03598
Philippines,Kenya,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,KEN,373379.140695818,80165.2087283956,3410.93648,1596.690459
Philippines,Kenya,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,KEN,396224.4392366421,84264.98485135491,3575.881709,1645.709618
Philippines,Kenya,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,KEN,358510.629276391,84035.13834685899,3198.6669,1609.334141
Philippines,Kiribati,2018,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,KIR,373379.140695818,220.233253441352,3410.93648,1803.948539
Philippines,Kiribati,2019,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,KIR,396224.4392366421,227.42230014651287,3575.881709,1835.22002
Philippines,Kiribati,2020,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,KIR,358510.629276391,224.083587996285,3198.6669,1777.044925
Philippines,Korea. Dem. People’s Rep.,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,PRK,373379.140695818,,3410.93648,
Philippines,Korea. Dem. People’s Rep.,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,PRK,396224.4392366421,,3575.881709,
Philippines,Korea. Dem. People’s Rep.,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,PRK,358510.629276391,,3198.6669,
Philippines,Korea. Rep.,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,KOR,373379.140695818,1602194.07976904,3410.93648,31059.26681
Philippines,Korea. Rep.,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,KOR,396224.4392366421,1638146.96019506,3575.881709,31645.94983
Philippines,Korea. Rep.,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,KOR,358510.629276391,1626525.69404993,3198.6669,31378.15793
Philippines,Kuwait,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,KWT,373379.140695818,115463.874741243,3410.93648,26706.01923
Philippines,Kuwait,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,KWT,396224.4392366421,118077.765457421,3575.881709,26580.2265
Philippines,Kuwait,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,KWT,358510.629276391,112389.026890492,3198.6669,25541.41076
Philippines,Kyrgyz Republic,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,KGZ,373379.140695818,7572.25214525549,3410.93648,1175.071278
Philippines,Kyrgyz Republic,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,KGZ,396224.4392366421,7920.6231202686,3575.881709,1201.877014
Philippines,Kyrgyz Republic,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,KGZ,358510.629276391,7354.379549419779,3198.6669,1093.328565
Philippines,Lao PDR,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,LAO,373379.140695818,17534.839203111598,3410.93648,2459.978746
Philippines,Lao PDR,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,LAO,396224.4392366421,18491.8442757106,3575.881709,2554.95638
Philippines,Lao PDR,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,LAO,358510.629276391,18584.86413819,3198.6669,2529.746227
Philippines,Latvia,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,LVA,373379.140695818,29139.0054298548,3410.93648,15120.06982
Philippines,Latvia,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,LVA,396224.4392366421,29335.8023385259,3575.881709,15328.38599
Philippines,Latvia,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,LVA,358510.629276391,28318.0766141623,3198.6669,14900.72957
Philippines,Lebanon,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,LBN,373379.140695818,50199.1197562008,3410.93648,8388.723512
Philippines,Lebanon,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,LBN,396224.4392366421,46727.8884106848,3575.881709,8064.048734
Philippines,Lebanon,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,LBN,358510.629276391,36728.1671628739,3198.6669,6440.828431
Philippines,Lesotho,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,LSO,373379.140695818,2333.0588975103,3410.93648,1068.444629
Philippines,Lesotho,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,LSO,396224.4392366421,2299.97626627346,3575.881709,1040.99351
Philippines,Lesotho,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,LSO,358510.629276391,2112.39114960613,3198.6669,944.8341187
Philippines,Liberia,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,LBR,373379.140695818,3292.57159913518,3410.93648,665.8754396
Philippines,Liberia,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,LBR,396224.4392366421,3211.33405792828,3575.881709,636.6993848
Philippines,Liberia,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,LBR,358510.629276391,3115.55629979146,3198.6669,605.0254754
Philippines,Libya,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,LBY,373379.140695818,68633.8087735188,3410.93648,10020.91658
Philippines,Libya,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,LBY,396224.4392366421,60949.5106558708,3575.881709,8768.410487
Philippines,Libya,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,LBY,358510.629276391,42996.651437748,3198.6669,6102.79864
Philippines,Liechtenstein,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,LIE,373379.140695818,,3410.93648,
Philippines,Liechtenstein,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,LIE,396224.4392366421,,3575.881709,
Philippines,Liechtenstein,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,LIE,358510.629276391,,3198.6669,
Philippines,Lithuania,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,LTU,373379.140695818,46812.54012459279,3410.93648,16604.90214
Philippines,Lithuania,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,LTU,396224.4392366421,49002.1273292631,3575.881709,17431.72391
Philippines,Lithuania,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,LTU,358510.629276391,49023.1079986089,3198.6669,17443.65526
Philippines,Luxembourg,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,LUX,373379.140695818,64922.2076406436,3410.93648,106788.7287
Philippines,Luxembourg,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,LUX,396224.4392366421,66707.1264192733,3575.881709,107591.9659
Philippines,Luxembourg,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,LUX,358510.629276391,66366.8856309508,3198.6669,105274.2472
Philippines,Macao SAR. China,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,MAC,373379.140695818,52302.278178289,3410.93648,79378.17298
Philippines,Macao SAR. China,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,MAC,396224.4392366421,50961.5536556194,3575.881709,75835.64532
Philippines,Macao SAR. China,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,MAC,358510.629276391,23271.029702122003,3198.6669,33952.47987
Philippines,Madagascar,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,MDG,373379.140695818,12629.2544722012,3410.93648,459.3303678
Philippines,Madagascar,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,MDG,396224.4392366421,13186.3602031442,3575.881709,467.2774135
Philippines,Madagascar,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,MDG,358510.629276391,12245.1611131284,3198.6669,422.9242554
Philippines,Malawi,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,MWI,373379.140695818,10255.8262736659,3410.93648,553.5287909
Philippines,Malawi,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,MWI,396224.4392366421,10842.1339337208,3575.881709,569.8662494
Philippines,Malawi,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,MWI,358510.629276391,10928.1767215316,3198.6669,559.4470861
Philippines,Malaysia,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,MYS,373379.140695818,349191.778300005,3410.93648,10610.19502
Philippines,Malaysia,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,MYS,396224.4392366421,364602.26593614,3575.881709,10902.98349
Philippines,Malaysia,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,MYS,358510.629276391,344706.479641244,3198.6669,10171.46578
Philippines,Maldives,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,MDV,373379.140695818,5106.58052314669,3410.93648,10793.89414
Philippines,Maldives,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,MDV,396224.4392366421,5460.11214692445,3575.881709,11194.92537
Philippines,Maldives,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,PHL,MDV,358510.629276391,3663.2531921122,3198.6669,7295.602213
Philippines,Mali,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,MLI,373379.140695818,18254.2896637678,3410.93648,892.9783228
Philippines,Mali,2019,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,MLI,396224.4392366421,19167.0039857703,3575.881709,909.7510697
Philippines,Mali,2020,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,MLI,358510.629276391,18942.9273320975,3198.6669,872.3897211
Philippines,Malta,2018,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,MLT,373379.140695818,14292.9921315295,3410.93648,29536.89506
Philippines,Malta,2019,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,MLT,396224.4392366421,14876.8188427753,3575.881709,29522.65245
Philippines,Malta,2020,0.0,USD millions,Roland Kpodar (IMF),Europe,PHL,MLT,358510.629276391,14377.2043082371,3198.6669,27890.36511
Philippines,Marshall Islands,2018,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,MHL,373379.140695818,205.7,3410.93648,4542.342939
Philippines,Marshall Islands,2019,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,MHL,396224.4392366421,227.2,3575.881709,5162.815007
Philippines,Marshall Islands,2020,0.0,USD millions,Roland Kpodar (IMF),Oceania,PHL,MHL,358510.629276391,220.9,3198.6669,5172.575282
Philippines,Mauritania,2018,0.0,USD millions,Roland Kpodar (IMF),Africa,PHL,MRT,373379.140695818,6952.88507444597,3410.93648,1602.902256
